case_type,date,count
Unvaccinated Deaths per 10000,"Tuesday, 7 September, 2021",0.135388145
Vaccinated Deaths per 10000,"Tuesday, 7 September, 2021",0.035464104
Unvaccinated Deaths per 10000,"Wednesday, 8 September, 2021",0.133505002
Vaccinated Deaths per 10000,"Wednesday, 8 September, 2021",0.045894158
Unvaccinated Deaths per 10000,"Thursday, 9 September, 2021",0.102414448
Vaccinated Deaths per 10000,"Thursday, 9 September, 2021",0.046038093
Unvaccinated Deaths per 10000,"Friday, 10 September, 2021",0.121188966
Vaccinated Deaths per 10000,"Friday, 10 September, 2021",0.037990556
Unvaccinated Deaths per 10000,"Saturday, 11 September, 2021",0.115830531
Vaccinated Deaths per 10000,"Saturday, 11 September, 2021",0.040543363
Unvaccinated Deaths per 10000,"Sunday, 12 September, 2021",0.127181205
Vaccinated Deaths per 10000,"Sunday, 12 September, 2021",0.041284213
Unvaccinated Deaths per 10000,"Monday, 13 September, 2021",0.109190892
Vaccinated Deaths per 10000,"Monday, 13 September, 2021",0.029830393
Unvaccinated Deaths per 10000,"Tuesday, 14 September, 2021",0.09475622
Vaccinated Deaths per 10000,"Tuesday, 14 September, 2021",0.042774995
Unvaccinated Deaths per 10000,"Wednesday, 15 September, 2021",0.118618402
Vaccinated Deaths per 10000,"Wednesday, 15 September, 2021",0.039483637
Unvaccinated Deaths per 10000,"Thursday, 16 September, 2021",0.08835093
Vaccinated Deaths per 10000,"Thursday, 16 September, 2021",0.040702653
Unvaccinated Deaths per 10000,"Friday, 17 September, 2021",0.085168202
Vaccinated Deaths per 10000,"Friday, 17 September, 2021",0.045896047
Unvaccinated Deaths per 10000,"Saturday, 18 September, 2021",0.09574196
Vaccinated Deaths per 10000,"Saturday, 18 September, 2021",0.031075614
Unvaccinated Deaths per 10000,"Sunday, 19 September, 2021",0.087461239
Vaccinated Deaths per 10000,"Sunday, 19 September, 2021",0.031422186
Unvaccinated Deaths per 10000,"Monday, 20 September, 2021",0.062264806
Vaccinated Deaths per 10000,"Monday, 20 September, 2021",0.037445546
Unvaccinated Deaths per 10000,"Tuesday, 21 September, 2021",0.088539805
Vaccinated Deaths per 10000,"Tuesday, 21 September, 2021",0.028470049
Unvaccinated Deaths per 10000,"Wednesday, 22 September, 2021",0.078398524
Vaccinated Deaths per 10000,"Wednesday, 22 September, 2021",0.029612804
Unvaccinated Deaths per 10000,"Thursday, 23 September, 2021",0.096309201
Vaccinated Deaths per 10000,"Thursday, 23 September, 2021",0.024237667
Unvaccinated Deaths per 10000,"Friday, 24 September, 2021",0.078491787
Vaccinated Deaths per 10000,"Friday, 24 September, 2021",0.030995255
Unvaccinated Deaths per 10000,"Saturday, 25 September, 2021",0.093496301
Vaccinated Deaths per 10000,"Saturday, 25 September, 2021",0.030832584
Unvaccinated Deaths per 10000,"Sunday, 26 September, 2021",0.074056689
Vaccinated Deaths per 10000,"Sunday, 26 September, 2021",0.025133179
Unvaccinated Deaths per 10000,"Monday, 27 September, 2021",0.07440425
Vaccinated Deaths per 10000,"Monday, 27 September, 2021",0.026213164
Unvaccinated Deaths per 10000,"Tuesday, 28 September, 2021",0.056636174
Vaccinated Deaths per 10000,"Tuesday, 28 September, 2021",0.023081294
Unvaccinated Deaths per 10000,"Wednesday, 29 September, 2021",0.066051882
Vaccinated Deaths per 10000,"Wednesday, 29 September, 2021",0.027884692
Unvaccinated Deaths per 10000,"Thursday, 30 September, 2021",0.086348533
Vaccinated Deaths per 10000,"Thursday, 30 September, 2021",0.023550809
Unvaccinated Deaths per 10000,"Friday, 1 October, 2021",0.062300421
Vaccinated Deaths per 10000,"Friday, 1 October, 2021",0.018921906
Unvaccinated Deaths per 10000,"Saturday, 2 October, 2021",0.082404256
Vaccinated Deaths per 10000,"Saturday, 2 October, 2021",0.025814278
Unvaccinated Deaths per 10000,"Sunday, 3 October, 2021",0.056429026
Vaccinated Deaths per 10000,"Sunday, 3 October, 2021",0.023668381
Unvaccinated Deaths per 10000,"Monday, 4 October, 2021",0.056108942
Vaccinated Deaths per 10000,"Monday, 4 October, 2021",0.019077007
Unvaccinated Deaths per 10000,"Tuesday, 5 October, 2021",0.051952462
Vaccinated Deaths per 10000,"Tuesday, 5 October, 2021",0.022612312
Unvaccinated Deaths per 10000,"Wednesday, 6 October, 2021",0.065606829
Vaccinated Deaths per 10000,"Wednesday, 6 October, 2021",0.016878642
Unvaccinated Deaths per 10000,"Thursday, 7 October, 2021",0.063957897
Vaccinated Deaths per 10000,"Thursday, 7 October, 2021",0.018003017
Unvaccinated Deaths per 10000,"Friday, 8 October, 2021",0.050108868
Vaccinated Deaths per 10000,"Friday, 8 October, 2021",0.020340109
Unvaccinated Deaths per 10000,"Saturday, 9 October, 2021",0.053044151
Vaccinated Deaths per 10000,"Saturday, 9 October, 2021",0.013537073
Unvaccinated Deaths per 10000,"Sunday, 10 October, 2021",0.051952066
Vaccinated Deaths per 10000,"Sunday, 10 October, 2021",0.017494905
Unvaccinated Deaths per 10000,"Monday, 11 October, 2021",0.041606109
Vaccinated Deaths per 10000,"Monday, 11 October, 2021",0.019836334
Unvaccinated Deaths per 10000,"Tuesday, 12 October, 2021",0.062232973
Vaccinated Deaths per 10000,"Tuesday, 12 October, 2021",0.019789816
Unvaccinated Deaths per 10000,"Wednesday, 13 October, 2021",0.051793867
Vaccinated Deaths per 10000,"Wednesday, 13 October, 2021",0.016587465
Unvaccinated Deaths per 10000,"Thursday, 14 October, 2021",0.043881957
Vaccinated Deaths per 10000,"Thursday, 14 October, 2021",0.013010151
Unvaccinated Deaths per 10000,"Friday, 15 October, 2021",0.042740457
Vaccinated Deaths per 10000,"Friday, 15 October, 2021",0.017713733
Unvaccinated Deaths per 10000,"Saturday, 16 October, 2021",0.038695893
Vaccinated Deaths per 10000,"Saturday, 16 October, 2021",0.017308395
Unvaccinated Deaths per 10000,"Sunday, 17 October, 2021",0.0484925
Vaccinated Deaths per 10000,"Sunday, 17 October, 2021",0.014544317
Unvaccinated Deaths per 10000,"Monday, 18 October, 2021",0.044548186
Vaccinated Deaths per 10000,"Monday, 18 October, 2021",0.014524689
Unvaccinated Deaths per 10000,"Tuesday, 19 October, 2021",0.058601656
Vaccinated Deaths per 10000,"Tuesday, 19 October, 2021",0.016477007
Unvaccinated Deaths per 10000,"Wednesday, 20 October, 2021",0.037843726
Vaccinated Deaths per 10000,"Wednesday, 20 October, 2021",0.014497015
Unvaccinated Deaths per 10000,"Thursday, 21 October, 2021",0.038026846
Vaccinated Deaths per 10000,"Thursday, 21 October, 2021",0.012912388
Unvaccinated Deaths per 10000,"Friday, 22 October, 2021",0.041017918
Vaccinated Deaths per 10000,"Friday, 22 October, 2021",0.016414573
Unvaccinated Deaths per 10000,"Saturday, 23 October, 2021",0.036840251
Vaccinated Deaths per 10000,"Saturday, 23 October, 2021",0.01445335
Unvaccinated Deaths per 10000,"Sunday, 24 October, 2021",0.036904926
Vaccinated Deaths per 10000,"Sunday, 24 October, 2021",0.012494158
Unvaccinated Deaths per 10000,"Monday, 25 October, 2021",0.042736778
Vaccinated Deaths per 10000,"Monday, 25 October, 2021",0.015602215
Unvaccinated Deaths per 10000,"Tuesday, 26 October, 2021",0.028598483
Vaccinated Deaths per 10000,"Tuesday, 26 October, 2021",0.013637928
Unvaccinated Deaths per 10000,"Wednesday, 27 October, 2021",0.041592971
Vaccinated Deaths per 10000,"Wednesday, 27 October, 2021",0.014405425
Unvaccinated Deaths per 10000,"Thursday, 28 October, 2021",0.03164928
Vaccinated Deaths per 10000,"Thursday, 28 October, 2021",0.012837512
Unvaccinated Deaths per 10000,"Friday, 29 October, 2021",0.040375713
Vaccinated Deaths per 10000,"Friday, 29 October, 2021",0.012051828
Unvaccinated Deaths per 10000,"Saturday, 30 October, 2021",0.031759304
Vaccinated Deaths per 10000,"Saturday, 30 October, 2021",0.013991452
Unvaccinated Deaths per 10000,"Sunday, 31 October, 2021",0.027456088
Vaccinated Deaths per 10000,"Sunday, 31 October, 2021",0.006993833
Unvaccinated Deaths per 10000,"Monday, 1 November, 2021",0.020260897
Vaccinated Deaths per 10000,"Monday, 1 November, 2021",0.01670082
Unvaccinated Deaths per 10000,"Tuesday, 2 November, 2021",0.030437438
Vaccinated Deaths per 10000,"Tuesday, 2 November, 2021",0.010482302
Unvaccinated Deaths per 10000,"Wednesday, 3 November, 2021",0.027575197
Vaccinated Deaths per 10000,"Wednesday, 3 November, 2021",0.01397144
Unvaccinated Deaths per 10000,"Thursday, 4 November, 2021",0.021780532
Vaccinated Deaths per 10000,"Thursday, 4 November, 2021",0.013969615
Unvaccinated Deaths per 10000,"Friday, 5 November, 2021",0.029066362
Vaccinated Deaths per 10000,"Friday, 5 November, 2021",0.014742228
Unvaccinated Deaths per 10000,"Saturday, 6 November, 2021",0.030542989
Vaccinated Deaths per 10000,"Saturday, 6 November, 2021",0.008145361
Unvaccinated Deaths per 10000,"Sunday, 7 November, 2021",0.034926328
Vaccinated Deaths per 10000,"Sunday, 7 November, 2021",0.013573524
Unvaccinated Deaths per 10000,"Monday, 8 November, 2021",0.037875449
Vaccinated Deaths per 10000,"Monday, 8 November, 2021",0.010468161
Unvaccinated Deaths per 10000,"Tuesday, 9 November, 2021",0.032089585
Vaccinated Deaths per 10000,"Tuesday, 9 November, 2021",0.011627324
Unvaccinated Deaths per 10000,"Wednesday, 10 November, 2021",0.029209276
Vaccinated Deaths per 10000,"Wednesday, 10 November, 2021",0.007748947
Unvaccinated Deaths per 10000,"Thursday, 11 November, 2021",0.029250508
Vaccinated Deaths per 10000,"Thursday, 11 November, 2021",0.011231772
Unvaccinated Deaths per 10000,"Friday, 12 November, 2021",0.024892282
Vaccinated Deaths per 10000,"Friday, 12 November, 2021",0.012002629
Unvaccinated Deaths per 10000,"Saturday, 13 November, 2021",0.021977037
Vaccinated Deaths per 10000,"Saturday, 13 November, 2021",0.011226475
Unvaccinated Deaths per 10000,"Sunday, 14 November, 2021",0.020523962
Vaccinated Deaths per 10000,"Sunday, 14 November, 2021",0.009289434
Unvaccinated Deaths per 10000,"Monday, 15 November, 2021",0.023479335
Vaccinated Deaths per 10000,"Monday, 15 November, 2021",0.010834824
Unvaccinated Deaths per 10000,"Tuesday, 16 November, 2021",0.016159738
Vaccinated Deaths per 10000,"Tuesday, 16 November, 2021",0.013539621
Unvaccinated Deaths per 10000,"Wednesday, 17 November, 2021",0.030881
Vaccinated Deaths per 10000,"Wednesday, 17 November, 2021",0.015469817
Unvaccinated Deaths per 10000,"Thursday, 18 November, 2021",0.019138691
Vaccinated Deaths per 10000,"Thursday, 18 November, 2021",0.008505842
Unvaccinated Deaths per 10000,"Friday, 19 November, 2021",0.03537142
Vaccinated Deaths per 10000,"Friday, 19 November, 2021",0.008116895
Unvaccinated Deaths per 10000,"Saturday, 20 November, 2021",0.025067239
Vaccinated Deaths per 10000,"Saturday, 20 November, 2021",0.008115835
Unvaccinated Deaths per 10000,"Sunday, 21 November, 2021",0.025077697
Vaccinated Deaths per 10000,"Sunday, 21 November, 2021",0.011206357
Unvaccinated Deaths per 10000,"Monday, 22 November, 2021",0.025097359
Vaccinated Deaths per 10000,"Monday, 22 November, 2021",0.009272324
Unvaccinated Deaths per 10000,"Tuesday, 23 November, 2021",0.026595595
Vaccinated Deaths per 10000,"Tuesday, 23 November, 2021",0.011974169
Unvaccinated Deaths per 10000,"Wednesday, 24 November, 2021",0.019223532
Vaccinated Deaths per 10000,"Wednesday, 24 November, 2021",0.011585447
Unvaccinated Deaths per 10000,"Thursday, 25 November, 2021",0.031081738
Vaccinated Deaths per 10000,"Thursday, 25 November, 2021",0.0111966
Unvaccinated Deaths per 10000,"Friday, 26 November, 2021",0.017774544
Vaccinated Deaths per 10000,"Friday, 26 November, 2021",0.011966399
Unvaccinated Deaths per 10000,"Saturday, 27 November, 2021",0.028154138
Vaccinated Deaths per 10000,"Saturday, 27 November, 2021",0.010421276
Unvaccinated Deaths per 10000,"Sunday, 28 November, 2021",0.016305597
Vaccinated Deaths per 10000,"Sunday, 28 November, 2021",0.010420305
Unvaccinated Deaths per 10000,"Monday, 29 November, 2021",0.023734207
Vaccinated Deaths per 10000,"Monday, 29 November, 2021",0.009646634
Unvaccinated Deaths per 10000,"Tuesday, 30 November, 2021",0.014845791
Vaccinated Deaths per 10000,"Tuesday, 30 November, 2021",0.009258836
Unvaccinated Deaths per 10000,"Wednesday, 1 December, 2021",0.014858384
Vaccinated Deaths per 10000,"Wednesday, 1 December, 2021",0.008099698
Unvaccinated Deaths per 10000,"Thursday, 2 December, 2021",0.017845413
Vaccinated Deaths per 10000,"Thursday, 2 December, 2021",0.012339641
Unvaccinated Deaths per 10000,"Friday, 3 December, 2021",0.023810541
Vaccinated Deaths per 10000,"Friday, 3 December, 2021",0.011566315
Unvaccinated Deaths per 10000,"Saturday, 4 December, 2021",0.02382379
Vaccinated Deaths per 10000,"Saturday, 4 December, 2021",0.010022696
Unvaccinated Deaths per 10000,"Sunday, 5 December, 2021",0.022342062
Vaccinated Deaths per 10000,"Sunday, 5 December, 2021",0.008865485
Unvaccinated Deaths per 10000,"Monday, 6 December, 2021",0.01937899
Vaccinated Deaths per 10000,"Monday, 6 December, 2021",0.011175852
Unvaccinated Deaths per 10000,"Tuesday, 7 December, 2021",0.019393879
Vaccinated Deaths per 10000,"Tuesday, 7 December, 2021",0.008861848
Unvaccinated Deaths per 10000,"Wednesday, 8 December, 2021",0.020901983
Vaccinated Deaths per 10000,"Wednesday, 8 December, 2021",0.008860067
Unvaccinated Deaths per 10000,"Thursday, 9 December, 2021",0.013447994
Vaccinated Deaths per 10000,"Thursday, 9 December, 2021",0.00770278
Unvaccinated Deaths per 10000,"Friday, 10 December, 2021",0.019437299
Vaccinated Deaths per 10000,"Friday, 10 December, 2021",0.006546285
Unvaccinated Deaths per 10000,"Saturday, 11 December, 2021",0.011964236
Vaccinated Deaths per 10000,"Saturday, 11 December, 2021",0.006545887
Unvaccinated Deaths per 10000,"Sunday, 12 December, 2021",0.013463102
Vaccinated Deaths per 10000,"Sunday, 12 December, 2021",0.007700553
Unvaccinated Deaths per 10000,"Monday, 13 December, 2021",0.022453029
Vaccinated Deaths per 10000,"Monday, 13 December, 2021",0.006159416
Unvaccinated Deaths per 10000,"Tuesday, 14 December, 2021",0.017974361
Vaccinated Deaths per 10000,"Tuesday, 14 December, 2021",0.008082853
Unvaccinated Deaths per 10000,"Wednesday, 15 December, 2021",0.013490139
Vaccinated Deaths per 10000,"Wednesday, 15 December, 2021",0.007311753
Unvaccinated Deaths per 10000,"Thursday, 16 December, 2021",0.019499569
Vaccinated Deaths per 10000,"Thursday, 16 December, 2021",0.005386628
Unvaccinated Deaths per 10000,"Friday, 17 December, 2021",0.016507861
Vaccinated Deaths per 10000,"Friday, 17 December, 2021",0.012695429
Unvaccinated Deaths per 10000,"Saturday, 18 December, 2021",0.021014376
Vaccinated Deaths per 10000,"Saturday, 18 December, 2021",0.008847857
Unvaccinated Deaths per 10000,"Sunday, 19 December, 2021",0.01951816
Vaccinated Deaths per 10000,"Sunday, 19 December, 2021",0.008077968
Unvaccinated Deaths per 10000,"Monday, 20 December, 2021",0.022533163
Vaccinated Deaths per 10000,"Monday, 20 December, 2021",0.009999906
Unvaccinated Deaths per 10000,"Tuesday, 21 December, 2021",0.010520987
Vaccinated Deaths per 10000,"Tuesday, 21 December, 2021",0.008460324
Unvaccinated Deaths per 10000,"Wednesday, 22 December, 2021",0.010526672
Vaccinated Deaths per 10000,"Wednesday, 22 December, 2021",0.004614085
Unvaccinated Deaths per 10000,"Thursday, 23 December, 2021",0.018056088
Vaccinated Deaths per 10000,"Thursday, 23 December, 2021",0.006920111
Unvaccinated Deaths per 10000,"Friday, 24 December, 2021",0.012041777
Vaccinated Deaths per 10000,"Friday, 24 December, 2021",0.006919468
Unvaccinated Deaths per 10000,"Saturday, 25 December, 2021",0.009032175
Vaccinated Deaths per 10000,"Saturday, 25 December, 2021",0.006534897
Unvaccinated Deaths per 10000,"Sunday, 26 December, 2021",0.009033452
Vaccinated Deaths per 10000,"Sunday, 26 December, 2021",0.00422831
Unvaccinated Deaths per 10000,"Monday, 27 December, 2021",0.019582941
Vaccinated Deaths per 10000,"Monday, 27 December, 2021",0.005765091
Unvaccinated Deaths per 10000,"Tuesday, 28 December, 2021",0.021101082
Vaccinated Deaths per 10000,"Tuesday, 28 December, 2021",0.006532841
Unvaccinated Deaths per 10000,"Wednesday, 29 December, 2021",0.024128883
Vaccinated Deaths per 10000,"Wednesday, 29 December, 2021",0.004610766
Unvaccinated Deaths per 10000,"Thursday, 30 December, 2021",0.022633344
Vaccinated Deaths per 10000,"Thursday, 30 December, 2021",0.004610117
Unvaccinated Deaths per 10000,"Friday, 31 December, 2021",0.013586317
Vaccinated Deaths per 10000,"Friday, 31 December, 2021",0.003073048
Unvaccinated Deaths per 10000,"Saturday, 1 January, 2022",0.018116763
Vaccinated Deaths per 10000,"Saturday, 1 January, 2022",0.005377707
Unvaccinated Deaths per 10000,"Sunday, 2 January, 2022",0.007550356
Vaccinated Deaths per 10000,"Sunday, 2 January, 2022",0.004993298
Unvaccinated Deaths per 10000,"Monday, 3 January, 2022",0.007553826
Vaccinated Deaths per 10000,"Monday, 3 January, 2022",0.005760825
Unvaccinated Deaths per 10000,"Tuesday, 4 January, 2022",0.012091997
Vaccinated Deaths per 10000,"Tuesday, 4 January, 2022",0.00307206
Unvaccinated Deaths per 10000,"Wednesday, 5 January, 2022",0.015122121
Vaccinated Deaths per 10000,"Wednesday, 5 January, 2022",0.006527347
Unvaccinated Deaths per 10000,"Thursday, 6 January, 2022",0.01059071
Vaccinated Deaths per 10000,"Thursday, 6 January, 2022",0.003455222
Unvaccinated Deaths per 10000,"Friday, 7 January, 2022",0.009081864
Vaccinated Deaths per 10000,"Friday, 7 January, 2022",0.002687086
Unvaccinated Deaths per 10000,"Saturday, 8 January, 2022",0.004541882
Vaccinated Deaths per 10000,"Saturday, 8 January, 2022",0.005757736
Unvaccinated Deaths per 10000,"Sunday, 9 January, 2022",0.009085467
Vaccinated Deaths per 10000,"Sunday, 9 January, 2022",0.004222139
Unvaccinated Deaths per 10000,"Monday, 10 January, 2022",0.007573995
Vaccinated Deaths per 10000,"Monday, 10 January, 2022",0.002686566
Unvaccinated Deaths per 10000,"Tuesday, 11 January, 2022",0.007576647
Vaccinated Deaths per 10000,"Tuesday, 11 January, 2022",0.001535045
Unvaccinated Deaths per 10000,"Wednesday, 12 January, 2022",0.007579275
Vaccinated Deaths per 10000,"Wednesday, 12 January, 2022",0.005372184
Unvaccinated Deaths per 10000,"Thursday, 13 January, 2022",0.01668038
Vaccinated Deaths per 10000,"Thursday, 13 January, 2022",0.003836927
Unvaccinated Deaths per 10000,"Friday, 14 January, 2022",0.006067348
Vaccinated Deaths per 10000,"Friday, 14 January, 2022",0.002685652
Unvaccinated Deaths per 10000,"Saturday, 15 January, 2022",0.010619892
Vaccinated Deaths per 10000,"Saturday, 15 January, 2022",0.003452814
Unvaccinated Deaths per 10000,"Sunday, 16 January, 2022",0.012138758
Vaccinated Deaths per 10000,"Sunday, 16 January, 2022",0.002301793
Unvaccinated Deaths per 10000,"Monday, 17 January, 2022",0.007589208
Vaccinated Deaths per 10000,"Monday, 17 January, 2022",0.003068803
Unvaccinated Deaths per 10000,"Tuesday, 18 January, 2022",0.004554313
Vaccinated Deaths per 10000,"Tuesday, 18 January, 2022",0.003452252
Unvaccinated Deaths per 10000,"Wednesday, 19 January, 2022",0.004556002
Vaccinated Deaths per 10000,"Wednesday, 19 January, 2022",0.003068381
Unvaccinated Deaths per 10000,"Thursday, 20 January, 2022",0.007595613
Vaccinated Deaths per 10000,"Thursday, 20 January, 2022",0.004218705
Unvaccinated Deaths per 10000,"Friday, 21 January, 2022",0.004558513
Vaccinated Deaths per 10000,"Friday, 21 January, 2022",0.00268446
Unvaccinated Deaths per 10000,"Saturday, 22 January, 2022",0.006079062
Vaccinated Deaths per 10000,"Saturday, 22 January, 2022",0.001533911
Unvaccinated Deaths per 10000,"Sunday, 23 January, 2022",0.004559937
Vaccinated Deaths per 10000,"Sunday, 23 January, 2022",0.004218105
Unvaccinated Deaths per 10000,"Monday, 24 January, 2022",0.007602392
Vaccinated Deaths per 10000,"Monday, 24 January, 2022",0.002684026
Unvaccinated Deaths per 10000,"Tuesday, 25 January, 2022",0.003042015
Vaccinated Deaths per 10000,"Tuesday, 25 January, 2022",0.001150196
Unvaccinated Deaths per 10000,"Wednesday, 26 January, 2022",0.007607173
Vaccinated Deaths per 10000,"Wednesday, 26 January, 2022",0.002683601
Unvaccinated Deaths per 10000,"Thursday, 27 January, 2022",0.007609386
Vaccinated Deaths per 10000,"Thursday, 27 January, 2022",0.002300061
Unvaccinated Deaths per 10000,"Friday, 28 January, 2022",0.012178455
Vaccinated Deaths per 10000,"Friday, 28 January, 2022",0.001916581
Unvaccinated Deaths per 10000,"Saturday, 29 January, 2022",0.006089981
Vaccinated Deaths per 10000,"Saturday, 29 January, 2022",0.001916521
Unvaccinated Deaths per 10000,"Sunday, 30 January, 2022",0.004567891
Vaccinated Deaths per 10000,"Sunday, 30 January, 2022",0.001916478
Unvaccinated Deaths per 10000,"Monday, 31 January, 2022",0.003045755
Vaccinated Deaths per 10000,"Monday, 31 January, 2022",0.00229968
Unvaccinated Deaths per 10000,"Tuesday, 1 February, 2022",0.006091749
Vaccinated Deaths per 10000,"Tuesday, 1 February, 2022",0.00306621
Unvaccinated Deaths per 10000,"Wednesday, 2 February, 2022",0.00456906
Vaccinated Deaths per 10000,"Wednesday, 2 February, 2022",0.003449439
Unvaccinated Deaths per 10000,"Thursday, 3 February, 2022",0.007618205
Vaccinated Deaths per 10000,"Thursday, 3 February, 2022",0.000766463
Unvaccinated Deaths per 10000,"Friday, 4 February, 2022",0.009145789
Vaccinated Deaths per 10000,"Friday, 4 February, 2022",0.002682331
Unvaccinated Deaths per 10000,"Saturday, 5 February, 2022",0.003056105
Vaccinated Deaths per 10000,"Saturday, 5 February, 2022",0.003446583
Unvaccinated Deaths per 10000,"Sunday, 6 February, 2022",0.009191704
Vaccinated Deaths per 10000,"Sunday, 6 February, 2022",0.004975224
Unvaccinated Deaths per 10000,"Monday, 7 February, 2022",0.006137086
Vaccinated Deaths per 10000,"Monday, 7 February, 2022",0.00459078
Unvaccinated Deaths per 10000,"Tuesday, 8 February, 2022",0.012295605
Vaccinated Deaths per 10000,"Tuesday, 8 February, 2022",0.004588786
Unvaccinated Deaths per 10000,"Wednesday, 9 February, 2022",0.009242826
Vaccinated Deaths per 10000,"Wednesday, 9 February, 2022",0.003821815
Unvaccinated Deaths per 10000,"Thursday, 10 February, 2022",0.013905219
Vaccinated Deaths per 10000,"Thursday, 10 February, 2022",0.005728534
Unvaccinated Deaths per 10000,"Friday, 11 February, 2022",0.018602468
Vaccinated Deaths per 10000,"Friday, 11 February, 2022",0.005723805
Unvaccinated Deaths per 10000,"Saturday, 12 February, 2022",0.012480125
Vaccinated Deaths per 10000,"Saturday, 12 February, 2022",0.008000942
Unvaccinated Deaths per 10000,"Sunday, 13 February, 2022",0.01411974
Vaccinated Deaths per 10000,"Sunday, 13 February, 2022",0.010272782
Unvaccinated Deaths per 10000,"Monday, 14 February, 2022",0.022102703
Vaccinated Deaths per 10000,"Monday, 14 February, 2022",0.008737595
Unvaccinated Deaths per 10000,"Tuesday, 15 February, 2022",0.025435677
Vaccinated Deaths per 10000,"Tuesday, 15 February, 2022",0.007206053
Unvaccinated Deaths per 10000,"Wednesday, 16 February, 2022",0.020820791
Vaccinated Deaths per 10000,"Wednesday, 16 February, 2022",0.011357897
Unvaccinated Deaths per 10000,"Thursday, 17 February, 2022",0.01939116
Vaccinated Deaths per 10000,"Thursday, 17 February, 2022",0.011711941
Unvaccinated Deaths per 10000,"Friday, 18 February, 2022",0.034183154
Vaccinated Deaths per 10000,"Friday, 18 February, 2022",0.012823548
Unvaccinated Deaths per 10000,"Saturday, 19 February, 2022",0.032953994
Vaccinated Deaths per 10000,"Saturday, 19 February, 2022",0.009402726
Unvaccinated Deaths per 10000,"Sunday, 20 February, 2022",0.023306577
Vaccinated Deaths per 10000,"Sunday, 20 February, 2022",0.012757872
Unvaccinated Deaths per 10000,"Monday, 21 February, 2022",0.020158337
Vaccinated Deaths per 10000,"Monday, 21 February, 2022",0.011983121
Unvaccinated Deaths per 10000,"Tuesday, 22 February, 2022",0.023731199
Vaccinated Deaths per 10000,"Tuesday, 22 February, 2022",0.01569642
Unvaccinated Deaths per 10000,"Wednesday, 23 February, 2022",0.039317644
Vaccinated Deaths per 10000,"Wednesday, 23 February, 2022",0.011937043
Unvaccinated Deaths per 10000,"Thursday, 24 February, 2022",0.031031037
Vaccinated Deaths per 10000,"Thursday, 24 February, 2022",0.016011048
Unvaccinated Deaths per 10000,"Friday, 25 February, 2022",0.026065288
Vaccinated Deaths per 10000,"Friday, 25 February, 2022",0.013753461
Unvaccinated Deaths per 10000,"Saturday, 26 February, 2022",0.04738281
Vaccinated Deaths per 10000,"Saturday, 26 February, 2022",0.013724631
Unvaccinated Deaths per 10000,"Sunday, 27 February, 2022",0.02475585
Vaccinated Deaths per 10000,"Sunday, 27 February, 2022",0.01888758
Unvaccinated Deaths per 10000,"Monday, 28 February, 2022",0.032029205
Vaccinated Deaths per 10000,"Monday, 28 February, 2022",0.016273857
Unvaccinated Deaths per 10000,"Tuesday, 1 March, 2022",0.033973635
Vaccinated Deaths per 10000,"Tuesday, 1 March, 2022",0.021799752
Unvaccinated Deaths per 10000,"Wednesday, 2 March, 2022",0.048519456
Vaccinated Deaths per 10000,"Wednesday, 2 March, 2022",0.018824522
Unvaccinated Deaths per 10000,"Thursday, 3 March, 2022",0.05234366
Vaccinated Deaths per 10000,"Thursday, 3 March, 2022",0.018807534
Unvaccinated Deaths per 10000,"Friday, 4 March, 2022",0.041692997
Vaccinated Deaths per 10000,"Friday, 4 March, 2022",0.020264854
Unvaccinated Deaths per 10000,"Saturday, 5 March, 2022",0.038283709
Vaccinated Deaths per 10000,"Saturday, 5 March, 2022",0.021345709
Unvaccinated Deaths per 10000,"Sunday, 6 March, 2022",0.040291535
Vaccinated Deaths per 10000,"Sunday, 6 March, 2022",0.020222896
Unvaccinated Deaths per 10000,"Monday, 7 March, 2022",0.047762712
Vaccinated Deaths per 10000,"Monday, 7 March, 2022",0.019108147
Unvaccinated Deaths per 10000,"Tuesday, 8 March, 2022",0.042409384
Vaccinated Deaths per 10000,"Tuesday, 8 March, 2022",0.01909394
Unvaccinated Deaths per 10000,"Wednesday, 9 March, 2022",0.064765964
Vaccinated Deaths per 10000,"Wednesday, 9 March, 2022",0.020181244
Unvaccinated Deaths per 10000,"Thursday, 10 March, 2022",0.039008943
Vaccinated Deaths per 10000,"Thursday, 10 March, 2022",0.023832467
Unvaccinated Deaths per 10000,"Friday, 11 March, 2022",0.041054151
Vaccinated Deaths per 10000,"Friday, 11 March, 2022",0.019415111
Unvaccinated Deaths per 10000,"Saturday, 12 March, 2022",0.061889718
Vaccinated Deaths per 10000,"Saturday, 12 March, 2022",0.029277181
Unvaccinated Deaths per 10000,"Sunday, 13 March, 2022",0.052750188
Vaccinated Deaths per 10000,"Sunday, 13 March, 2022",0.023401168
Unvaccinated Deaths per 10000,"Monday, 14 March, 2022",0.060458818
Vaccinated Deaths per 10000,"Monday, 14 March, 2022",0.020830105
Unvaccinated Deaths per 10000,"Tuesday, 15 March, 2022",0.036024503
Vaccinated Deaths per 10000,"Tuesday, 15 March, 2022",0.020815902
Unvaccinated Deaths per 10000,"Wednesday, 16 March, 2022",0.041823449
Vaccinated Deaths per 10000,"Wednesday, 16 March, 2022",0.020805279
Unvaccinated Deaths per 10000,"Thursday, 17 March, 2022",0.057188761
